question_id,table_id,column_id,score
20,5,4,0.45157697348171943
20,5,5,0.9999999999999999
20,5,6,0.40224420340051303
21,5,0,0.3098189009713912
21,5,1,0.4522533531058769
21,5,2,0.41961772339245673
21,5,3,0.45410759864455075
21,5,4,0.45157697348171943
21,5,5,0.9999999999999999
21,5,6,0.40224420340051303
22,5,0,0.3804577845116014
22,5,1,1.0
22,5,2,0.7951436164457318
22,5,3,0.4656211967875071
22,5,4,0.5355782808642016
22,5,5,0.48185537268010503
22,5,6,1.0
23,5,0,0.3098189009713912
23,5,1,0.4522533531058769
23,5,2,0.422077278106503
23,5,3,0.4779401495775748
23,5,4,0.45157697348171943
23,5,5,0.9999999999999999
23,5,6,0.40224420340051303
24,5,0,0.2956080968734834
24,5,1,0.41532754916770054
24,5,2,0.39746007548105206
24,5,3,1.0
24,5,4,0.4453297307651953
24,5,5,0.36619634830501024
24,5,6,0.37158299330441336
25,5,0,0.34497381972404806
25,5,1,0.4374889407373551
25,5,2,0.41969360744233625
25,5,3,0.6008346048496641
25,5,4,0.5355782808642016
25,5,5,0.48644612633324946
25,5,6,1.0
26,5,0,0.3098189009713912
26,5,1,0.4522533531058769
26,5,2,0.41859258385841697
26,5,3,0.4779401495775748
26,5,4,0.45157697348171943
26,5,5,0.9999999999999999
26,5,6,0.4020581548024239
27,5,0,0.3525124103240954
27,5,1,0.6335695400712301
27,5,2,0.5314974203649713
27,5,3,0.4779401495775748
27,5,4,1.0
27,5,5,0.3838674210941798
27,5,6,0.43358756442927926
28,6,0,0.3308878308851683
28,6,1,0.39084707801289065
28,6,2,0.6930360597999958
28,6,3,0.5385695003261471
28,6,4,0.4875879281758636
28,6,5,0.4530929324013419
28,6,6,0.42184421578943854
28,6,7,0.5841282827952119
28,6,8,0.4841156118237552
29,6,0,0.30986857405245294
29,6,1,0.39084707801289065
29,6,2,0.6930360597999958
29,6,3,0.5251003409592339
29,6,4,0.4489071306763477
29,6,5,0.4183262944903891
29,6,6,0.41606676899421896
29,6,7,0.4882097411410395
29,6,8,0.42268718162975566
30,6,0,0.28749092962992356
30,6,1,0.3361016168948231
30,6,2,0.9999999999999998
30,6,3,0.6808625640538775
30,6,4,0.4783116528718232
30,6,5,0.4394494779504672
30,6,6,0.4636361747708764
30,6,7,0.41478440705931724
30,6,8,0.3882547675835362
31,6,0,0.31659910605228003
31,6,1,0.39084707801289065
31,6,2,0.6930360597999958
31,6,3,0.5273805939538755
31,6,4,0.4341366119951829
31,6,5,0.40999945069937366
31,6,6,0.4636361747708764
31,6,7,0.4961828128789256
31,6,8,0.4289539704933404
32,6,0,0.30013644524584376
32,6,1,0.39084707801289065
32,6,2,0.6930360597999958
32,6,3,0.5122273943970419
32,6,4,0.4030255243856492
32,6,5,0.3791565925884621
32,6,6,0.3791198989558428
32,6,7,0.3531200622789603
32,6,8,0.34226939563652414
33,6,0,0.3308878308851683
33,6,1,0.39084707801289065
33,6,2,0.6930360597999958
33,6,3,0.5611352238196108
33,6,4,0.49238176101205494
33,6,5,0.47133263662111186
33,6,6,0.4093580967834127
33,6,7,0.3921925707525878
33,6,8,0.41071347929590674
34,8,0,0.4648590852791824
34,8,1,0.3464529354980692
34,8,2,0.3391366299283677
34,8,3,0.6430589455905784
35,8,0,0.4648590852791824
35,8,1,0.3892301756985145
35,8,2,0.3486870025799634
35,8,3,0.36358848011469025
36,8,0,0.5620495025823922
36,8,1,1.0
36,8,2,0.5953097184158983
36,8,3,0.4331159484749495
37,8,0,1.0000000000000002
37,8,1,0.5050962486464219
37,8,2,0.38287535200585615
37,8,3,0.3714106840213832
38,9,0,0.31394291489050746
38,9,1,0.43659486202768155
38,9,2,0.3684889015578463
38,9,3,0.47519612955120083
39,9,0,0.30520855076853237
39,9,1,0.43659486202768155
39,9,2,0.3887124575029545
39,9,3,0.47906543595235634
40,10,0,0.3153908155065397
40,10,1,0.5386285237036466
41,10,0,0.3822798662066699
41,10,1,0.49122755148960845
42,10,0,0.3822798662066699
42,10,1,0.49122755148960845
43,10,0,0.37035415480456557
43,10,1,0.5386285237036466
44,10,0,0.3153908155065397
44,10,1,0.7269977581740508
45,10,0,0.36611593870648657
45,10,1,0.5160170384171181
46,10,0,0.5561171751739905
46,10,1,0.7269977581740508
47,10,0,0.44674903846405434
47,10,1,0.44591437431305914
48,11,0,0.2842690157475171
48,11,1,0.5359713356967635
48,11,2,0.4064031864311195
49,11,0,0.29565395054475424
49,11,1,0.5359713356967635
49,11,2,0.5775634066834823
50,12,0,0.30903703082016676
50,12,1,0.5630549841181204
50,12,2,0.4613916943557037
50,12,3,0.46374867101958356
50,12,4,1.0
51,12,0,0.30903703082016676
51,12,1,0.5630549841181204
51,12,2,0.8124658325607655
51,12,3,1.0
51,12,4,0.4308338200238333
52,12,0,0.28749092962992356
52,12,1,1.0000000000000002
52,12,2,0.5096956575769026
52,12,3,0.4840796789492789
52,12,4,0.5484460408956218
53,12,0,0.28749092962992356
53,12,1,0.4714127388000861
53,12,2,1.0
53,12,3,0.8124658325607655
53,12,4,0.4308338200238333
54,13,0,0.3242347897751412
54,13,1,0.5349770728125255
54,13,2,0.4483511004601404
54,13,3,0.9999999999999998
54,13,4,0.43101174785968044
55,13,0,0.28749092962992356
55,13,1,0.5349770728125255
55,13,2,0.4483511004601404
55,13,3,0.5573880141748058
55,13,4,1.0
56,14,0,0.6128718816307146
56,14,1,0.6275980793504201
57,14,0,0.4624807764631303
57,14,1,1.0
58,15,0,0.33164920879906346
58,15,1,0.31707554187417736
59,15,0,0.3780422143304797
59,15,1,0.5015574714042236
60,16,0,0.4023721877176659
60,16,1,0.42640904128326973
60,16,2,0.3396532235366508
60,16,3,0.501232867635266
60,16,4,0.4663166895099387
61,16,0,0.4572348076484706
61,16,1,0.41839525694398977
61,16,2,1.0000000000000002
61,16,3,0.5305886812469471
61,16,4,0.5427381047367913
62,16,0,0.47412538419664246
62,16,1,0.41839525694398977
62,16,2,0.4829236734292774
62,16,3,0.5305886812469471
62,16,4,0.5427381047367913
63,16,0,0.40468680365370163
63,16,1,0.3629794105227919
63,16,2,0.5055951391514532
63,16,3,0.5879724205635823
63,16,4,0.5954007147262101
64,16,0,0.40089423847068234
64,16,1,0.47901450361480047
64,16,2,0.3657279553299679
64,16,3,0.45734200854239937
64,16,4,0.43194660236003823
65,17,0,0.3308878308851683
65,17,1,1.0
65,17,2,0.6032990770838103
65,17,3,0.4062689415479764
65,17,4,0.6415341067026512
66,17,0,0.3547578421281676
66,17,1,0.7966899005524318
66,17,2,0.8239864209121601
66,17,3,0.4806463192042187
66,17,4,0.8317159255834863
67,17,0,0.32473968574127676
67,17,1,1.0
67,17,2,0.613589803014723
67,17,3,0.38594791626828684
67,17,4,0.5799002433385914
68,17,0,0.3308878308851683
68,17,1,0.6084791421797444
68,17,2,0.8126684286771679
68,17,3,0.43773581788537247
68,17,4,0.8177678801536645
69,18,0,0.33445729013896286
69,18,1,0.5416587373501555
69,18,2,0.46816745345408217
69,18,3,0.47169380179154174
69,18,4,0.4310989589252912
69,18,5,0.4770689489724109
69,18,6,0.4930591910363266
70,18,0,0.29010672776631924
70,18,1,0.5465065177883338
70,18,2,0.595347236710338
70,18,3,0.7103189687752557
70,18,4,0.5916614671720426
70,18,5,0.7290676736895616
70,18,6,0.6494081911393107
71,18,0,0.28749092962992356
71,18,1,0.5465065177883338
71,18,2,0.595347236710338
71,18,3,0.5088988713942206
71,18,4,0.4598409569653988
71,18,5,0.541457650903123
71,18,6,0.5525690833689535
72,18,0,0.2954002064022185
72,18,1,0.5465065177883338
72,18,2,0.595347236710338
72,18,3,0.4682098416363229
72,18,4,0.43271493712680037
72,18,5,0.5007686211452254
72,18,6,0.5525690833689535
73,18,0,0.3247746166951508
73,18,1,0.4517781857069428
73,18,2,0.49664217286717255
73,18,3,0.7013648039489212
73,18,4,0.5956108495833803
73,18,5,0.7339235834578237
73,18,6,0.5133268882511796
74,18,0,0.30726616372789134
74,18,1,0.4517781857069428
74,18,2,0.49664217286717255
74,18,3,0.7013648039489212
74,18,4,0.5881515786685325
74,18,5,0.7339235834578237
74,18,6,0.5262321675226537
75,18,0,0.27722545880077515
75,18,1,0.5465065177883338
75,18,2,0.595347236710338
75,18,3,0.47682954464202343
75,18,4,0.4360018510832211
75,18,5,0.47647690731012493
75,18,6,0.6729987186112489
76,18,0,0.29010672776631924
76,18,1,0.5465065177883338
76,18,2,0.595347236710338
76,18,3,0.47716400646265744
76,18,4,0.4266519843183496
76,18,5,0.49172932509442446
76,18,6,0.5400878315581121
77,19,0,0.33917349554778575
77,19,1,0.7694096065656443
77,19,2,1.0
77,19,3,0.5643319513385076
77,19,4,0.5808191126374965
77,19,5,0.5774663120270834
78,19,0,0.2956080968734834
78,19,1,0.7694096065656443
78,19,2,0.8269593637530736
78,19,3,0.5504221443556686
78,19,4,0.7111266516911569
78,19,5,0.9999999999999999
79,19,0,0.2956080968734834
79,19,1,0.7694096065656443
79,19,2,0.8269593637530736
79,19,3,0.9999999999999999
79,19,4,0.6233783732612715
79,19,5,0.5504221443556686
80,19,0,0.2956080968734834
80,19,1,0.7694096065656443
80,19,2,0.8269593637530736
80,19,3,0.6233783732612715
80,19,4,0.9999999999999998
80,19,5,0.7111266516911569
81,20,0,0.3063503019094507
81,20,1,0.5030272732454538
81,20,2,0.4342732010033922
81,20,3,0.6617265626110964
81,20,4,0.42257389806035633
81,20,5,0.4944454543702702
81,20,6,0.7919322922112731
81,20,7,0.41577977753655293
81,20,8,0.6114284147096541
82,20,0,0.31055014333869807
82,20,1,0.5859792370334165
82,20,2,0.47976144253787256
82,20,3,0.4391992389036797
82,20,4,0.4294596400834975
82,20,5,0.4748740090849203
82,20,6,0.4134637881435828
82,20,7,0.7295032174437786
82,20,8,0.39392150048189345
83,20,0,0.3191380773091036
83,20,1,0.5030272732454538
83,20,2,0.432684265791765
83,20,3,0.6793253163570897
83,20,4,0.46809839179540025
83,20,5,0.608362628166571
83,20,6,0.4581470445615873
83,20,7,0.44934903062380555
83,20,8,0.8174849074281677
84,20,0,0.2945541144536273
84,20,1,0.49823769149017333
84,20,2,0.44840929043747674
84,20,3,0.9999999999999999
84,20,4,0.46809839179540025
84,20,5,0.5880437850495639
84,20,6,0.4492600037442174
84,20,7,0.5012566369416536
84,20,8,0.5578970898784968
85,20,0,0.2655125496365979
85,20,1,0.5030272732454538
85,20,2,0.4294289124350007
85,20,3,0.6793253163570897
85,20,4,0.43677170127274884
85,20,5,0.5183374709738167
85,20,6,0.4581470445615873
85,20,7,0.4300103860984531
85,20,8,0.8174849074281677
86,20,0,0.2827443580945927
86,20,1,0.5030272732454538
86,20,2,0.4294289124350007
86,20,3,0.9999999999999999
86,20,4,0.5266080655632321
86,20,5,0.6103024373384345
86,20,6,0.4581470445615873
86,20,7,1.0000000000000002
86,20,8,1.0
87,21,0,0.3831120257604285
87,21,1,0.4184409129471972
87,21,2,0.4502160211340047
87,21,3,0.3469410976966273
87,21,4,0.39684564677355705
87,21,5,0.4085976807324425
88,21,0,0.406184191447748
88,21,1,0.33482596736011183
88,21,2,0.43846176322552033
88,21,3,0.32444634249206206
88,21,4,0.5063622915307074
88,21,5,0.8057965991962939
89,21,0,1.0
89,21,1,0.4375580003738901
89,21,2,0.4705993635214387
89,21,3,0.4112390008174118
89,21,4,0.5312997572454434
89,21,5,0.459496784578522
90,21,0,0.33317314268818565
90,21,1,0.32673402614125746
90,21,2,0.529099025839998
90,21,3,0.3183564849865692
90,21,4,0.3631247591157445
90,21,5,0.3594171890495104
91,21,0,0.617421057315753
91,21,1,0.4311560619227195
91,21,2,0.5567124514640476
91,21,3,0.4185075472387427
91,21,4,0.4859144039229059
91,21,5,0.459967352285824
92,21,0,0.48777562603247154
92,21,1,0.3704847508983269
92,21,2,0.46300712258141535
92,21,3,0.39059682190817824
92,21,4,0.6361487228540005
92,21,5,0.5295070086846212
93,22,0,0.3464896076779854
93,22,1,0.44022844844620224
93,22,2,0.7682167625328379
94,22,0,0.9999999999999998
94,22,1,0.47682161812523816
94,22,2,0.4368121922623123
95,22,0,0.40197161052713376
95,22,1,1.0
95,22,2,0.4661301831305063
96,23,0,0.4488457741423273
96,23,1,0.0
96,23,2,0.45237293654133204
96,23,3,0.43870817162963993
96,23,4,0.3747134794065692
96,23,5,0.4644446022580293
96,23,6,0.3333004488488793
97,23,0,1.0
97,23,1,0.0
97,23,2,0.9427539283401438
97,23,3,1.0000000000000002
97,23,4,0.7481031053884657
97,23,5,0.4159182903345799
97,23,6,0.5076695739959792
98,23,0,0.4983946034340161
98,23,1,0.0
98,23,2,1.0
98,23,3,0.9427539283401438
98,23,4,0.7168706683335501
98,23,5,0.4159182903345799
98,23,6,0.3588687650135671
99,23,0,1.0
99,23,1,0.0
99,23,2,0.4271182271877084
99,23,3,0.42837839831736124
99,23,4,0.47208191417457335
99,23,5,0.4159182903345799
99,23,6,0.5076695739959792
100,23,0,0.5997491813999396
100,23,1,0.0
100,23,2,0.3988447636579463
100,23,3,0.3897085567091729
100,23,4,0.42518854711099086
100,23,5,0.4159182903345799
100,23,6,1.0
101,24,0,0.4332353063530918
101,24,1,0.6933381779432696
101,24,2,0.47159172855887366
101,24,3,0.4775006752261408
101,24,4,0.4416239830818375
101,24,5,0.6894729144405891
101,24,6,0.36777560386587604
101,24,7,0.46342217462468044
102,24,0,0.42316857308407
102,24,1,0.5313746298874714
102,24,2,0.5044061366047728
102,24,3,0.48717563757448884
102,24,4,0.5094985297135253
102,24,5,0.5301025166446928
102,24,6,0.4447218486005506
102,24,7,1.0
103,24,0,0.3885064157720743
103,24,1,0.4734589832100559
103,24,2,0.4371443949599508
103,24,3,0.44114910796505963
103,24,4,0.4668633548929938
103,24,5,0.4780249121856615
103,24,6,0.3418928450362171
103,24,7,0.36615496381567314
104,24,0,0.4211251332724384
104,24,1,0.6631249325830718
104,24,2,0.44964381149966265
104,24,3,0.4578233380674028
104,24,4,0.4295066333829522
104,24,5,0.6474444207023016
104,24,6,0.36361962670616216
104,24,7,0.46342217462468044
105,24,0,0.40037840343435677
105,24,1,0.5324603606511368
105,24,2,0.6724732629249461
105,24,3,0.540468478477446
105,24,4,0.48811597842644083
105,24,5,0.5279518066362704
105,24,6,0.9999999999999999
105,24,7,0.4398699970939868
106,24,0,0.40078328109164046
106,24,1,0.45464784939567743
106,24,2,0.6928488558502692
106,24,3,0.4736287387876062
106,24,4,0.4490372885599332
106,24,5,0.45252434766384625
106,24,6,0.6934874390873601
106,24,7,0.3883690364092055
107,24,0,0.6222052942372317
107,24,1,0.5233202383858376
107,24,2,0.5434670740522721
107,24,3,0.5029126487864697
107,24,4,0.5470102581825518
107,24,5,0.5249127314614532
107,24,6,0.4815271989476091
107,24,7,0.48530628105623386
108,25,0,0.44120728363218875
108,25,1,0.4417298849150512
108,25,2,0.5824447410635114
108,25,3,0.47856313625772184
108,25,4,1.0
108,25,5,0.41420032161044235
108,25,6,0.43160413557455457
108,25,7,0.4512031384905403
108,25,8,0.4557993860523446
109,25,0,0.4266861598396143
109,25,1,0.4263880057144187
109,25,2,0.5116171592063334
109,25,3,0.46213204586482115
109,25,4,0.427744014802876
109,25,5,0.4104514801610005
109,25,6,0.42847422571813754
109,25,7,0.433082932386073
109,25,8,0.4459425477766751
110,25,0,0.46378550579163935
110,25,1,0.39388280323229113
110,25,2,0.46633259210136957
110,25,3,0.46213204586482115
110,25,4,0.427744014802876
110,25,5,0.3929936194846397
110,25,6,0.3976496932416689
110,25,7,0.433082932386073
110,25,8,0.48700669276224134
111,25,0,0.44459722894820125
111,25,1,0.6275363203910432
111,25,2,0.46633259210136957
111,25,3,0.46213204586482115
111,25,4,0.4471761941460349
111,25,5,0.4104514801610005
111,25,6,0.42847422571813754
111,25,7,0.433082932386073
111,25,8,0.4459425477766751
112,25,0,0.4626956258840891
112,25,1,0.3936166266621703
112,25,2,0.5668415209292943
112,25,3,0.500439239197529
112,25,4,0.5247341966859045
112,25,5,0.4423700745460217
112,25,6,0.3976496932416689
112,25,7,0.433082932386073
112,25,8,0.43408214373765097
113,25,0,0.4763975800468086
113,25,1,0.46153464809310524
113,25,2,0.46633259210136957
113,25,3,0.46213204586482115
113,25,4,0.4452718725668547
113,25,5,0.4104514801610005
113,25,6,0.509282774075003
113,25,7,0.433082932386073
113,25,8,0.5200865417302727
114,26,0,0.31978854632097564
114,26,1,0.6793253163570897
114,26,2,1.0
114,26,3,0.7434846577219952
114,26,4,0.47650471997852856
114,26,5,0.5299912650465044
114,26,6,0.8174849074281677
115,26,0,0.28782265660488565
115,26,1,0.49104129986760714
115,26,2,0.5748614765836029
115,26,3,0.48173701771125943
115,26,4,1.0
115,26,5,0.41294834753623044
115,26,6,0.4690685015317252
116,26,0,0.28782265660488565
116,26,1,0.6793253163570897
116,26,2,1.0
116,26,3,1.0
116,26,4,0.47650471997852856
116,26,5,0.5299912650465044
116,26,6,0.8174849074281677
117,26,0,0.30275985821221757
117,26,1,0.6793253163570897
117,26,2,1.0
117,26,3,0.540913007008148
117,26,4,0.4581470445615873
117,26,5,0.45683074302534754
117,26,6,1.0
118,26,0,0.2746868664959817
118,26,1,0.6793253163570897
118,26,2,1.0
118,26,3,0.5183374709738167
118,26,4,0.4581470445615873
118,26,5,0.4300103860984531
118,26,6,0.8174849074281677
119,27,0,0.3755831524297682
119,27,1,0.41606676899421896
119,27,2,0.3823364753203078
119,27,3,0.5006794988872756
119,27,4,0.34497854673411227
120,27,0,0.344275352253489
120,27,1,0.41606676899421896
120,27,2,0.3328991913109171
120,27,3,0.5006794988872756
120,27,4,0.37898626672553426
121,27,0,0.4470402830655377
121,27,1,0.42184421578943854
121,27,2,0.9999999999999999
121,27,3,0.546960078168996
121,27,4,0.43178885473799616
122,27,0,0.41981429082507343
122,27,1,0.4636361747708764
122,27,2,0.39927043355474134
122,27,3,0.5413810979359627
122,27,4,0.41077515696250233
123,27,0,0.4878844383254985
123,27,1,0.4290900528152275
123,27,2,0.37832657720892204
123,27,3,1.0
123,27,4,0.38066721108298224
124,27,0,0.42257389806035633
124,27,1,0.42431388681344423
124,27,2,0.41377144625574797
124,27,3,0.5299516594078022
124,27,4,0.38266427282097326
125,27,0,0.48803978813091514
125,27,1,0.4532703931977543
125,27,2,0.43178885473799616
125,27,3,0.5299516594078022
125,27,4,0.9999999999999998
126,29,0,0.5149726247325493
126,29,1,0.5627703522677633
126,29,2,1.0000000000000002
126,29,3,0.45179600936000747
126,29,4,0.4513418231399231
126,29,5,0.4594396030933857
126,29,6,1.0000000000000002
126,29,7,0.5045009204223053
126,29,8,0.42526773617030605
127,29,0,0.3715521444899934
127,29,1,0.5230950106268768
127,29,2,0.4324086132503418
127,29,3,0.45179600936000747
127,29,4,0.34775188297911436
127,29,5,0.4399858597917208
127,29,6,1.0000000000000002
127,29,7,0.49535286310935783
127,29,8,0.42526773617030605
128,29,0,0.4904808061187263
128,29,1,0.5205861451366197
128,29,2,1.0000000000000002
128,29,3,0.3915308359631747
128,29,4,0.407578831900112
128,29,5,0.7022288765000163
128,29,6,0.37749277942748344
128,29,7,0.4236528003193831
128,29,8,0.42526773617030605
129,29,0,0.3985771587469439
129,29,1,0.5036224111552374
129,29,2,0.368561035422799
129,29,3,0.8427330272637236
129,29,4,0.39850924865859216
129,29,5,0.38503821450741343
129,29,6,0.42211436303329714
129,29,7,0.4304558349576964
129,29,8,0.40128596628122
130,29,0,0.7582573715152773
130,29,1,0.5254787169819628
130,29,2,0.4648590852791824
130,29,3,0.35112775758991094
130,29,4,0.46623983749973913
130,29,5,0.40650265756597015
130,29,6,0.4266708786388638
130,29,7,0.46951110940775664
130,29,8,0.44869059500999886
131,29,0,0.42432925040585034
131,29,1,0.5633545147473312
131,29,2,0.4648590852791824
131,29,3,0.4770354488498364
131,29,4,0.4402794296106032
131,29,5,0.46151804854151995
131,29,6,0.3904956640910198
131,29,7,0.43817123275817915
131,29,8,0.41542952613834516
132,30,0,0.2969435199544961
132,30,1,0.5299736310313556
132,30,2,0.8468349419946657
133,30,0,0.33445729013896286
133,30,1,1.0
133,30,2,1.0
134,31,0,0.3269566101638644
134,31,1,0.3435524284192372
134,31,2,0.7133031354983302
134,31,3,0.5945902977050441
134,31,4,0.44068450297962675
134,31,5,0.3989245625490493
134,31,6,0.47582315046006185
134,31,7,0.43627030767953184
134,31,8,0.5326548485184986
134,31,9,0.5375037664588875
134,31,10,0.44521280177651307
134,31,11,0.38424001473048297
134,31,12,0.406713395846671
135,31,0,0.29288792117404405
135,31,1,0.3594974448409916
135,31,2,0.45654345944432784
135,31,3,0.4234171803357092
135,31,4,0.4940525923827179
135,31,5,0.4256086072505949
135,31,6,0.4341383254909351
135,31,7,0.4084804243667807
135,31,8,0.4317452016763635
135,31,9,0.9999999999999998
135,31,10,0.5652786498528267
135,31,11,0.42032939331578223
135,31,12,0.39512447901027925
136,31,0,0.2704951216890925
136,31,1,0.3594974448409916
136,31,2,0.4422990841701834
136,31,3,0.4129815441019944
136,31,4,0.6098743141599526
136,31,5,0.4821103890627846
136,31,6,0.9999999999999998
136,31,7,0.7847821546552054
136,31,8,0.43693838483843583
136,31,9,0.43893707137737714
136,31,10,0.44455390015461627
136,31,11,0.537086832630818
136,31,12,0.4453944957542182
137,31,0,0.3269566101638644
137,31,1,0.3774686542851881
137,31,2,0.7112869490301783
137,31,3,0.592306787341991
137,31,4,0.44068450297962675
137,31,5,0.3975154834726216
137,31,6,0.49341512305021906
137,31,7,0.44705890335535153
137,31,8,0.43288286649241686
137,31,9,0.5375037664588875
137,31,10,0.4404042047876857
137,31,11,0.41691303312977546
137,31,12,0.4489468264517147
138,31,0,0.2813439992753799
138,31,1,0.3570392222222913
138,31,2,0.42118900810084925
138,31,3,0.3989081600557716
138,31,4,0.529099025839998
138,31,5,0.4417227449028073
138,31,6,0.454294538594436
138,31,7,0.4209785137181628
138,31,8,0.45897272749308166
138,31,9,0.4611506873627826
138,31,10,0.436330116965748
138,31,11,0.535953215005041
138,31,12,0.37465706492931033
139,31,0,0.3269566101638644
139,31,1,0.3594974448409916
139,31,2,0.7099845069546218
139,31,3,0.5914384926249533
139,31,4,0.44068450297962675
139,31,5,0.3975154834726216
139,31,6,0.49341512305021906
139,31,7,0.44705890335535153
139,31,8,0.43057985245429137
139,31,9,0.5375037664588875
139,31,10,0.4404042047876857
139,31,11,0.41691303312977546
139,31,12,0.406713395846671
140,32,0,1.0
140,32,1,0.42767746099243314
140,32,2,0.6245527941816241
140,32,3,0.5503608621090162
140,32,4,0.48864549413636266
140,32,5,0.6474384566684753
140,32,6,0.561453690055957
140,32,7,0.7176465693994276
140,32,8,0.3833426784401508
140,32,9,0.4128900547115613
140,32,10,0.48255274632457673
141,32,0,1.0
141,32,1,0.42767746099243314
141,32,2,1.0
141,32,3,0.5227144083455094
141,32,4,0.5620019675506331
141,32,5,0.5234274991374052
141,32,6,0.5625367856445549
141,32,7,0.7424467925954678
141,32,8,0.3774686542851881
141,32,9,0.5118034361755229
141,32,10,0.4787392110814658
142,32,0,1.0
142,32,1,0.42767746099243314
142,32,2,0.6245527941816241
142,32,3,0.8278865782533033
142,32,4,0.909049649406356
142,32,5,0.7308089836938442
142,32,6,0.8362414534867617
142,32,7,0.7173533081436195
142,32,8,0.3833426784401508
142,32,9,0.7024296529078304
