question_id,table_id,row_id,score
13,3,34,0.5117266619230214
13,3,35,0.5110740191922507
13,3,36,0.5061932509166569
13,3,37,0.44721861440772
13,3,38,0.4846146870807056
13,3,39,0.5280618008247177
13,3,40,0.47677282964657025
13,3,41,0.36957709832976116
13,3,42,0.542563220808239
13,3,43,0.3898701261528799
13,3,44,0.46844432845327505
13,3,45,0.3427740481013656
13,3,46,0.36565697109567113
13,3,47,0.35025924454635043
13,3,48,0.386457421209774
13,3,49,0.36923064222145546
14,4,0,0.5247322764469503
15,4,0,0.5248750384371734
16,4,0,0.5246123325348948
17,4,0,0.4941765123867606
18,4,0,0.48714694018082116
19,5,0,0.5830977475164919
19,5,1,0.5751074845321645
19,5,2,0.6055350864328539
19,5,3,0.5815926046391553
19,5,4,0.5995068347547216
19,5,5,0.605878638145232
19,5,6,0.6043932745681236
19,5,7,0.5763042286437956
19,5,8,0.601546234924703
19,5,9,0.6358767619625981
19,5,10,0.6549262998247756
19,5,11,0.6342575163186113
19,5,12,0.6793703856875309
19,5,13,0.6341834762255943
19,5,14,0.6606425845503251
19,5,15,0.6594995225995186
19,5,16,0.6621698637271615
19,5,17,0.6733582735632222
19,5,18,0.6358031587030487
19,5,19,0.6621882269347626
19,5,20,0.6633921022314554
19,5,21,0.5711094330052058
19,5,22,0.5977453770532971
19,5,23,0.6077453575501307
19,5,24,0.6047978066652915
19,5,25,0.5896280510613797
19,5,26,0.5586979786081776
19,5,27,0.6180561940048185
19,5,28,0.5960191427571216
19,5,29,0.7301692166919276
19,5,30,0.6925650687471013
19,5,31,0.7158684097525427
19,5,32,0.714175124015539
19,5,33,0.7411104160334501
19,5,34,0.7251380513699475
19,5,35,0.5985408646776359
19,5,36,0.600401230215897
19,5,37,0.600401230215897
19,5,38,0.60185165564994
19,5,39,0.6492840166723445
20,5,0,0.502354021003845
20,5,1,0.5098597709894646
20,5,2,0.39470038682392194
20,5,3,0.3579643125462084
20,5,4,0.3701129471968067
20,5,5,0.515917762996783
20,5,6,0.5089225032954873
20,5,7,0.5136645186790262
20,5,8,0.39255418022661265
20,5,9,0.5086650038581404
20,5,10,0.35767049548948415
20,5,11,0.5152506563692905
20,5,12,0.36975251533320874
20,5,13,0.34622658184329913
20,5,14,0.3845643291869057
20,5,15,0.3941403179168769
20,5,16,0.35843391705785305
20,5,17,0.3521141640963455
20,5,18,0.5164327698180184
20,5,19,0.3857464426356336
20,5,20,0.3563673767491751
20,5,21,0.509149941343452
20,5,22,0.4424460314997408
20,5,23,0.3661977966966175
20,5,24,0.3665467494033515
20,5,25,0.37403019868825604
20,5,26,0.5112956880391556
20,5,27,0.3483942507188742
20,5,28,0.3536020615626746
20,5,29,0.36188389133624094
20,5,30,0.505297755320742
20,5,31,0.5083980246781893
20,5,32,0.345959602663348
20,5,33,0.3872876862257757
20,5,34,0.34150394389627264
20,5,35,0.5191018513662116
20,5,36,0.5103369992562099
20,5,37,0.5103369992562099
20,5,38,0.5142332239393427
20,5,39,0.3960369514787227
21,5,0,0.5776912604979754
21,5,1,0.5676304158426634
21,5,2,0.5926910418679655
21,5,3,0.5672765103607047
21,5,4,0.6713795827159901
21,5,5,0.5736356528406592
21,5,6,0.5736617412924282
21,5,7,0.581891808375463
21,5,8,0.5987665624167019
21,5,9,0.5877053439372819
21,5,10,0.606273585149538
21,5,11,0.5852685071819151
21,5,12,0.6119277373399632
21,5,13,0.5759887500328524
21,5,14,0.6032863231739607
21,5,15,0.6021432612231541
21,5,16,0.696208295534914
21,5,17,0.6078082605616627
21,5,18,0.5798441543030404
21,5,19,0.5978619702950859
21,5,20,0.688530435325274
21,5,21,0.5597781580189565
21,5,22,0.5857297383391605
21,5,23,0.5842745095017934
21,5,24,0.5822852041213854
21,5,25,0.5694387686052673
21,5,26,0.557052455814961
21,5,27,0.6047058272943051
21,5,28,0.5546432905046499
21,5,29,0.6952645858764726
21,5,30,0.5919930851359485
21,5,31,0.567238930132395
21,5,32,0.5555223362279655
21,5,33,0.584113684173634
21,5,34,0.5466848701059657
21,5,35,0.5658582204670954
21,5,36,0.5682501528363311
21,5,37,0.5682501528363311
21,5,38,0.5680024949422595
21,5,39,0.6023698493006773
22,5,0,0.338471934118525
22,5,1,0.32585863526254116
22,5,2,0.3321967938856894
22,5,3,0.32337311009502295
22,5,4,0.348300485995168
22,5,5,0.3132640301355983
22,5,6,0.3047800249338541
22,5,7,0.32770442712651815
22,5,8,0.3206448943645781
22,5,9,0.2997696148665384
22,5,10,0.3101977109690082
22,5,11,0.2861854862604564
22,5,12,0.2725187465878393
22,5,13,0.2827834378400986
22,5,14,0.29008595790483904
22,5,15,0.27912595349851643
22,5,16,0.3054733428324181
22,5,17,0.27905988545763327
22,5,18,0.2918962846966301
22,5,19,0.29579675634101266
22,5,20,0.30900097053117725
22,5,21,0.3290917824630934
22,5,22,0.32292065314586865
22,5,23,0.32455351276200656
22,5,24,0.3256713448424719
22,5,25,0.5074190373613494
22,5,26,0.33166945455153746
22,5,27,0.3431634470000455
22,5,28,0.294688050216284
22,5,29,0.28368503861821043
22,5,30,0.29391968540536384
22,5,31,0.2799368749430391
22,5,32,0.26295069791659925
22,5,33,0.27287734218109905
22,5,34,0.3156181136986854
22,5,35,0.29428025140149566
22,5,36,0.3061934098243381
22,5,37,0.3061934098243381
22,5,38,0.28955364137117706
22,5,39,0.29052097059734633
23,5,0,0.3557225295384245
23,5,1,0.3467479640582666
23,5,2,0.3404020356536173
23,5,3,0.3172739419801307
23,5,4,0.4216647603864954
23,5,5,0.35397341805342264
23,5,6,0.34737716906110905
23,5,7,0.34938763809833884
23,5,8,0.3321520824779308
23,5,9,0.34255543827436186
23,5,10,0.33674919523810026
23,5,11,0.3452865247196878
23,5,12,0.30931937380041635
23,5,13,0.2993007772712813
23,5,14,0.3241781674025329
23,5,15,0.3280509690992798
23,5,16,0.41603697477729107
23,5,17,0.32016035015495975
23,5,18,0.3500836809439259
23,5,19,0.328975323626771
23,5,20,0.420214621603368
23,5,21,0.3497375307833601
23,5,22,0.3455095248663199
23,5,23,0.31571105530338
23,5,24,0.32433526581516553
23,5,25,0.3605544281581061
23,5,26,0.3579393706174958
23,5,27,0.33922171369768495
23,5,28,0.3222676478027744
23,5,29,0.4151212855729595
23,5,30,0.34643450050947533
23,5,31,0.3401085716090214
23,5,32,0.29685391060594085
23,5,33,0.32287301598861334
23,5,34,0.3350001135059819
23,5,35,0.3395868150717203
23,5,36,0.3357078699896901
23,5,37,0.3357078699896901
23,5,38,0.33494449404158183
23,5,39,0.3299400714029508
24,5,0,0.5028898472734251
24,5,1,0.5123111965101423
24,5,2,0.395236213093502
24,5,3,0.3585001388157885
24,5,4,0.3707157517500843
24,5,5,0.5149920786910717
24,5,6,0.5083958296987582
24,5,7,0.5114627486818528
24,5,8,0.3903524102294393
24,5,9,0.5083047711720355
24,5,10,0.3565982126236972
24,5,11,0.5167390446505858
24,5,12,0.37145353051183194
24,5,13,0.3458663491571942
24,5,14,0.386052717468201
24,5,15,0.39562870619817225
24,5,16,0.3580222225594474
24,5,17,0.3538151792749687
24,5,18,0.5215362008748239
24,5,19,0.3908498736924391
24,5,20,0.3621998693855243
24,5,21,0.5118126413668741
24,5,22,0.44337640756376573
24,5,23,0.3671281727606424
24,5,24,0.3695898351444053
24,5,25,0.3684873215618273
24,5,26,0.5110445223735884
24,5,27,0.34805936316478464
24,5,28,0.35997924974569584
24,5,29,0.36574839528518605
24,5,30,0.5050723167353147
24,5,31,0.5133219263328882
24,5,32,0.3508835043180469
24,5,33,0.39221158788047455
24,5,34,0.3497385233739051
24,5,35,0.5257808404401775
24,5,36,0.5161987083249229
24,5,37,0.5161987083249229
24,5,38,0.5231047119066178
24,5,39,0.4036700818489695
25,5,0,0.3417877764056191
25,5,1,0.3313394307773415
25,5,2,0.333167187680764
25,5,3,0.3325913479206149
25,5,4,0.3517962084222384
25,5,5,0.3171370163738379
25,5,6,0.31054076738152436
25,5,7,0.33328273785987467
25,5,8,0.3235845755444127
25,5,9,0.30976481093849634
25,5,10,0.32423186278100974
25,5,11,0.30409708678410685
25,5,12,0.30057794145008004
25,5,13,0.29941882889286664
25,5,14,0.29892493337161347
25,5,15,0.2943989244686449
25,5,16,0.3166283096050438
25,5,17,0.30173100508994366
25,5,18,0.30476549007317605
25,5,19,0.29959333666068266
25,5,20,0.3160873816480704
25,5,21,0.330103071332042
25,5,22,0.3248788184540338
25,5,23,0.33160388407791536
25,5,24,0.3309388176758387
25,5,25,0.4487630509369894
25,5,26,0.3322099775134621
25,5,27,0.34822589978661656
25,5,28,0.31169490231198366
25,5,29,0.30737570216454163
25,5,30,0.3086529466639605
25,5,31,0.30055896403874777
25,5,32,0.29021298199311807
25,5,33,0.2908608017232858
25,5,34,0.3247589098188185
25,5,35,0.3025107099394002
25,5,36,0.3070305754570854
25,5,37,0.3070305754570854
25,5,38,0.29786838890926176
25,5,39,0.3036487136440987
26,5,0,0.5566702436661818
26,5,1,0.5482287164518156
26,5,2,0.5791075825825439
26,5,3,0.5536930510752831
26,5,4,0.5694237036593075
26,5,5,0.5736661754397117
26,5,6,0.5734054277187995
26,5,7,0.5438685080730188
26,5,8,0.5691105143539261
26,5,9,0.55342198190094
26,5,10,0.5690503819235389
26,5,11,0.5530583732299524
26,5,12,0.5846787296687698
26,5,13,0.5500726402361791
26,5,14,0.5794434414616664
26,5,15,0.5783003795108599
26,5,16,0.567533327355192
26,5,17,0.5805592528904694
26,5,18,0.5493768756590366
26,5,19,0.5757619438907505
26,5,20,0.5642167053082241
26,5,21,0.5365333339497298
26,5,22,0.5567948215921825
26,5,23,0.5649021667430079
26,5,24,0.5652822648876045
26,5,25,0.5537963150329044
26,5,26,0.5256074360964273
26,5,27,0.5739354706558183
26,5,28,0.5364347430299508
26,5,29,0.5752082546116398
26,5,30,0.560073667253148
26,5,31,0.5621992367141909
26,5,32,0.55884989504943
26,5,33,0.5874412429950983
26,5,34,0.5431214348594331
26,5,35,0.5437147923470569
26,5,36,0.5458431991450698
26,5,37,0.5458431991450698
26,5,38,0.5472020937925903
26,5,39,0.5866256482945401
27,5,0,0.5260702723635203
27,5,1,0.532869927258858
27,5,2,0.4213006920249019
27,5,3,0.5260702723635203
27,5,4,0.39679372997644125
27,5,5,0.5347489512878741
27,5,6,0.5281527022955607
27,5,7,0.5341756253594071
27,5,8,0.41630984747846145
27,5,9,0.5347817870500825
27,5,10,0.390334076776312
27,5,11,0.53720925057301
27,5,12,0.4710962863691544
27,5,13,0.5347817870500825
27,5,14,0.4165764387471999
27,5,15,0.41934347269206446
27,5,16,0.3882816692772155
27,5,17,0.38424378603179676
27,5,18,0.5422070448497526
27,5,19,0.4215742330239424
27,5,20,0.3936053536827075
27,5,21,0.5383061310454484
27,5,22,0.4727379445341549
27,5,23,0.4727379445341549
27,5,24,0.40473082197406995
27,5,25,0.3934447482574127
27,5,26,0.5304651136536642
27,5,27,0.3739534848715522
27,5,28,0.3876959556030356
27,5,29,0.39531945041183725
27,5,30,0.5306667878246814
27,5,31,0.5483276938428685
27,5,32,0.5483276938428685
27,5,33,0.43046191596192285
27,5,34,0.3786799180513222
27,5,35,0.5477267107400711
27,5,36,0.5456455598031442
27,5,37,0.5456455598031442
27,5,38,0.541500581679063
27,5,39,0.4287510764774193
28,6,0,0.5845382413813347
28,6,1,0.5850928375957635
28,6,2,0.5666345447684294
28,6,3,0.5771266289013174
28,6,4,0.5961015211257072
29,6,0,0.5965597318935787
29,6,1,0.5736895826585464
29,6,2,0.5635484148846783
29,6,3,0.5812739548962736
29,6,4,0.603972305496416
30,6,0,0.5294198019114139
30,6,1,0.5148332216148667
30,6,2,0.4973667094201391
30,6,3,0.5384619183015457
30,6,4,0.5123018406758082
31,6,0,0.6188099679295099
31,6,1,0.5750912256306513
31,6,2,0.606135329792189
31,6,3,0.5693857756217999
31,6,4,0.6814968794132719
32,6,0,0.5071422980023204
32,6,1,0.5328843718394473
32,6,2,0.4866613024554253
32,6,3,0.5083554214605802
32,6,4,0.5000155070331058
33,6,0,0.5910968104820203
33,6,1,0.5643191512516087
33,6,2,0.6506185303248829
33,6,3,0.5607764773424382
33,6,4,0.6449673148723489
34,8,0,0.3908259035580497
35,8,0,0.3913546331201504
36,8,0,0.4019137176390643
37,8,0,0.45786496226665935
38,9,0,0.5338787317706334
38,9,1,0.5401844052513585
38,9,2,0.5717939351010846
38,9,3,0.5319277850855268
38,9,4,0.5511638633683497
39,9,0,0.5438948182750534
39,9,1,0.5674861674247766
39,9,2,0.5840039474431459
39,9,3,0.5850499935268922
39,9,4,0.5573282804269188
40,10,0,0.6152483604616077
40,10,1,0.5309398063202864
40,10,2,0.5882042760730533
40,10,3,0.7113830327844087
40,10,4,0.5872476788155424
40,10,5,0.5929342336787353
40,10,6,0.5888635417972806
40,10,7,0.6237962183265343
40,10,8,0.6685446703492248
40,10,9,0.6039817180659502
40,10,10,0.7701472087541055
40,10,11,0.6039587278427195
40,10,12,0.6266474258450893
40,10,13,0.5873097986132564
40,10,14,0.5902421374673592
40,10,15,0.5793047955479704
40,10,16,0.5313847002307256
40,10,17,0.605057612418683
41,10,0,0.5184541992161978
41,10,1,0.4944564488535068
41,10,2,0.6540372349885897
41,10,3,0.540141341253398
41,10,4,0.48167006353962905
41,10,5,0.4899764493978379
41,10,6,0.46756936915642366
41,10,7,0.4476356474553744
41,10,8,0.4692637350998578
41,10,9,0.4775158832933497
41,10,10,0.4731751455671307
41,10,11,0.4997222572016782
41,10,12,0.5120254000513007
41,10,13,0.5189383762900706
41,10,14,0.5001679679048039
41,10,15,0.47026462938851615
41,10,16,0.45709078153834265
41,10,17,0.5010744669808171
42,10,0,0.5184541992161978
42,10,1,0.4944564488535068
42,10,2,0.6540372349885897
42,10,3,0.540141341253398
42,10,4,0.48167006353962905
42,10,5,0.4899764493978379
42,10,6,0.46756936915642366
42,10,7,0.4476356474553744
42,10,8,0.4692637350998578
42,10,9,0.4775158832933497
42,10,10,0.4731751455671307
42,10,11,0.4997222572016782
42,10,12,0.5120254000513007
42,10,13,0.5189383762900706
42,10,14,0.5001679679048039
42,10,15,0.47026462938851615
42,10,16,0.45709078153834265
42,10,17,0.5010744669808171
43,10,0,0.5950757607424335
43,10,1,0.5492420707454913
43,10,2,0.5660401052336239
43,10,3,0.6176695322748386
43,10,4,0.5639180625025713
43,10,5,0.5711023234557755
43,10,6,0.5651007548954653
43,10,7,0.5371277184071405
43,10,8,0.5523597477456802
43,10,9,0.5618074584270736
43,10,10,0.5691488318557523
43,10,11,0.7187929236028013
43,10,12,0.5974079782915507
43,10,13,0.6406680636143489
43,10,14,0.7234507269382112
43,10,15,0.6250983442709377
43,10,16,0.5721211067547504
43,10,17,0.6307621681373523
44,10,0,0.5210637432264056
44,10,1,0.4523673507329382
44,10,2,0.4841129057967587
44,10,3,0.5668468578186017
44,10,4,0.5098707813690988
44,10,5,0.5102283405661507
44,10,6,0.48378269856994277
44,10,7,0.554874640732714
44,10,8,0.598192264018596
44,10,9,0.5338615416076721
44,10,10,0.6947995149659437
44,10,11,0.5097741106075174
44,10,12,0.5334846429657993
44,10,13,0.4764940238267322
44,10,14,0.49026734476184197
44,10,15,0.4851201783127683
44,10,16,0.4560370064425639
44,10,17,0.5038607911348184
45,10,0,0.5618374366715019
45,10,1,0.5161765260379249
45,10,2,0.5512742630888181
45,10,3,0.6651609538073168
45,10,4,0.6203126588160803
45,10,5,0.6835829041158772
45,10,6,0.6423810115110482
45,10,7,0.5762208359062743
45,10,8,0.57841079704778
45,10,9,0.5442004819762527
45,10,10,0.5965891324688544
45,10,11,0.6132003057528401
45,10,12,0.5840977161031193
45,10,13,0.6020673789021674
45,10,14,0.6112628415887308
45,10,15,0.5812135752351574
45,10,16,0.5358200648575204
45,10,17,0.6159742950867376
46,10,0,0.4934036202367401
46,10,1,0.51109314763666
46,10,2,0.47205268572996917
46,10,3,0.5517134083834294
46,10,4,0.5013512282827497
46,10,5,0.5005888322981397
46,10,6,0.5620461939251775
46,10,7,0.491438617291909
46,10,8,0.49597098269434897
46,10,9,0.48953682468785364
46,10,10,0.5075886667726672
46,10,11,0.5434058003369854
46,10,12,0.4794742260185717
46,10,13,0.5174577189995682
46,10,14,0.5262525689085953
46,10,15,0.5146857344798669
46,10,16,0.47449405949152135
46,10,17,0.5234595181237355
47,10,0,0.45992027205145414
47,10,1,0.4827840268631625
47,10,2,0.4365835117232102
47,10,3,0.5341050634932163
47,10,4,0.4268313056943218
47,10,5,0.42381983293642034
47,10,6,0.4994958997548216
47,10,7,0.42841623777732435
47,10,8,0.4589208005355052
47,10,9,0.49577146849331716
47,10,10,0.44090883985745444
47,10,11,0.45260372959792206
47,10,12,0.44425365860277644
47,10,13,0.42427261561344
47,10,14,0.4301946318115145
47,10,15,0.42478002913635116
47,10,16,0.40689275469669256
47,10,17,0.4313586065131141
48,11,0,0.4638658933633181
48,11,1,0.43657666609609813
48,11,2,0.45037699027970246
48,11,3,0.48722078233062854
48,11,4,0.2763271469732618
49,11,0,0.6634387377620058
49,11,1,0.5656520767671452
49,11,2,0.6652325739317131
49,11,3,0.6307890710599477
49,11,4,0.5064070014194332
50,12,0,0.7607485954694017
50,12,1,0.7524813323309197
50,12,2,0.7445852183203377
50,12,3,0.7180259396067831
50,12,4,0.7151443497491897
50,12,5,0.7336421513754762
50,12,6,0.7323621302863313
50,12,7,0.711934151718442
50,12,8,0.7107677629131176
50,12,9,0.7098965319491946
50,12,10,0.6934806636986387
50,12,11,0.6880450144088233
50,12,12,0.6797477482835715
50,12,13,0.6722114483421221
50,12,14,0.6420268044975913
50,12,15,0.6724436310563016
51,12,0,0.7939157811175005
51,12,1,0.7789416729996625
51,12,2,0.786931755176194
51,12,3,0.7522649630974426
51,12,4,0.7544075612842375
51,12,5,0.7241040642000753
51,12,6,0.728522534794736
51,12,7,0.7115886997280667
51,12,8,0.7140553157573829
51,12,9,0.716270941856681
51,12,10,0.6994772629197725
51,12,11,0.7039975814202194
51,12,12,0.6791375708858572
51,12,13,0.6823358208607834
51,12,14,0.6397233023420618
51,12,15,0.664828761915549
52,12,0,0.4035248104068093
52,12,1,0.40780795928802516
52,12,2,0.40512819225445595
52,12,3,0.4033446402061139
52,12,4,0.40050460989914316
52,12,5,0.4065430080362754
52,12,6,0.40414836741589494
52,12,7,0.4025770659728518
52,12,8,0.4030761975475732
52,12,9,0.4078492378941766
52,12,10,0.40358624309602525
52,12,11,0.39889417139646793
52,12,12,0.41609818433200524
52,12,13,0.4108480214936361
52,12,14,0.4122282612437245
52,12,15,0.42285999857609713
53,12,0,0.47911809295400803
53,12,1,0.48340124183522387
53,12,2,0.48072147480165467
53,12,3,0.47893792275331254
53,12,4,0.4759651309081232
53,12,5,0.47098683896834814
53,12,6,0.4666689311687753
53,12,7,0.465570854354206
53,12,8,0.4603445911139446
53,12,9,0.46816000308510414
53,12,10,0.46719559125241095
53,12,11,0.4630319013832834
53,12,12,0.47686894384168427
53,12,13,0.46789984181516014
53,12,14,0.46547260290857156
53,12,15,0.470878624829334
54,13,0,0.4679860195079682
54,13,1,0.49766194114166823
54,13,2,0.5094776939944727
54,13,3,0.5407591234762477
55,13,0,0.6178667620217844
55,13,1,0.5172535123556234
55,13,2,0.5856804978992711
55,13,3,0.544159798003448
56,14,0,0.5142801856234105
56,14,1,0.8407503533758732
56,14,2,0.5775551544665876
56,14,3,0.4352330242379516
57,14,0,0.6049999702731362
57,14,1,0.48285772583179026
57,14,2,0.5059425400331109
57,14,3,0.4181422775201698
58,15,0,0.8101191636438719
59,15,0,0.5856019481880304
60,16,0,0.4928310245549191
61,16,0,0.4831677294514155
62,16,0,0.4715788746578478
63,16,0,0.42078946211397456
64,16,0,0.4567075931850672
65,17,0,0.5013642694108441
65,17,1,0.46482155210915516
65,17,2,0.5083308653567902
65,17,3,0.4993198310411931
65,17,4,0.48969897415652575
65,17,5,0.4733921748653849
65,17,6,0.47945791675336935
65,17,7,0.4797576467242813
65,17,8,0.629455811072175
65,17,9,0.6120740652677765
65,17,10,0.4871271134172594
65,17,11,0.5087710634809018
65,17,12,0.5959222680906457
65,17,13,0.5410991682550916
65,17,14,0.4796410278328332
65,17,15,0.5150260811179675
65,17,16,0.4737561563456027
65,17,17,0.44151730315830173
65,17,18,0.4359173762128342
65,17,19,0.47048882108597767
65,17,20,0.4963164971662981
65,17,21,0.5125768470718884
65,17,22,0.5174912623688994
65,17,23,0.4793179449436476
65,17,24,0.4344154596886464
65,17,25,0.42936772371295845
65,17,26,0.4085988527778141
65,17,27,0.42496212244159687
65,17,28,0.4122355909094053
65,17,29,0.6040135709222223
65,17,30,0.43474567132283976
65,17,31,0.4575960976532666
65,17,32,0.5051834262380903
65,17,33,0.42015505996561553
65,17,34,0.4715438319752391
65,17,35,0.4341336638212479
65,17,36,0.4349276960806089
65,17,37,0.4521132447788929
65,17,38,0.47568589008455275
65,17,39,0.6731891401091049
65,17,40,0.47769049232409
65,17,41,0.4731043277284892
65,17,42,0.5729133726271851
65,17,43,0.48649658952792924
65,17,44,0.5462975855293404
65,17,45,0.46907430149082985
65,17,46,0.4589701715220943
65,17,47,0.5507149213224268
65,17,48,0.5115832603982611
65,17,49,0.5173966121106645
65,17,50,0.47481638816673283
65,17,51,0.5048460540989715
66,17,0,0.4142340174825445
66,17,1,0.3841009176149121
66,17,2,0.41084743732664053
66,17,3,0.39661038806689436
66,17,4,0.3895673304049921
66,17,5,0.39186733283651165
66,17,6,0.3865933824106023
66,17,7,0.38580931995888124
66,17,8,0.3869524326553734
66,17,9,0.3988793243432041
66,17,10,0.3849181928374554
66,17,11,0.37141871464059434
66,17,12,0.3738231984235179
66,17,13,0.35107088747494986
66,17,14,0.36625459271103306
66,17,15,0.3582112670036803
66,17,16,0.36783287627810496
66,17,17,0.364231858182474
66,17,18,0.37336713851887426
66,17,19,0.4554230152623627
66,17,20,0.40372736173089085
66,17,21,0.3635744328902349
66,17,22,0.3590897384901786
66,17,23,0.36420898504766086
66,17,24,0.41345098656953194
66,17,25,0.3732023622998601
66,17,26,0.3786598308609281
66,17,27,0.3839401306720614
66,17,28,0.3493029651002784
66,17,29,0.39013902562147507
66,17,30,0.43175412980643807
66,17,31,0.3723758578287433
66,17,32,0.3686300512219531
66,17,33,0.3512416760752351
66,17,34,0.40852268676590364
66,17,35,0.40606777689288065
66,17,36,0.36004563161800374
66,17,37,0.4155785445562008
66,17,38,0.42379531119953306
66,17,39,0.3810105434356922
66,17,40,0.38186955778315684
66,17,41,0.44926894613949997
66,17,42,0.3695955465146347
66,17,43,0.3913845941039594
66,17,44,0.3838295993474621
66,17,45,0.4441221464665847
66,17,46,0.35950408389160876
66,17,47,0.3761651294562327
66,17,48,0.4241002336460674
66,17,49,0.38767147529118684
